doc_id,file_name,doc_type,publication_date,source,source_url,is_official_course_material,notes
stat_111_syl_spring_2023,stat-111-syl-spring 2023.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\stat-111-syl-spring 2023.txt
syllabus_bio_544_lecture_s23,Syllabus Bio 544 lecture S23.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus Bio 544 lecture S23.txt
syllabus_chem111_fa22,Syllabus Chem111-Fa22.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus Chem111-Fa22.txt
syllabus_spp_697_pm_2023_(clean),Syllabus SPP 697 PM 2023 (clean).txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus SPP 697 PM 2023 (clean).txt
syllabus_2,syllabus-2.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\syllabus-2.txt
syllabus_549,Syllabus-549.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus-549.txt
syllabus_resec213_2023spring_yp,syllabus-RESEC213-2023spring-yp.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\syllabus-RESEC213-2023spring-yp.txt
syllabus._multivariable_calculus,Syllabus. Multivariable Calculus.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus. Multivariable Calculus.txt
syllabus.astron101.summer2023,Syllabus.Astron101.summer2023.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus.Astron101.summer2023.txt
syllabus_209h_230301,Syllabus_209H_230301.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_209H_230301.txt
syllabus_606,syllabus_606.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\syllabus_606.txt
syllabus_biology497g_biology697g_fa22,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_BIOLOGY497G_BIOLOGY697G_FA22.txt
syllabus_fall2022_revised2,syllabus_fall2022-revised2.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\syllabus_fall2022-revised2.txt
syllabus_grounding_s_2023,Syllabus_Grounding_S_2023.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_Grounding_S_2023.txt
syllabus_introgis_fall2022,Syllabus_IntroGIS_Fall2022.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_IntroGIS_Fall2022.txt
syllabus_ise4100_au22_v3_redacted,Syllabus_ISE4100_Au22_v3_redacted.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_ISE4100_Au22_v3_redacted.txt
syllabus_marine_microbiome_2022_redacted,Syllabus_Marine_Microbiome_2022_redacted.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_Marine_Microbiome_2022_redacted.txt
syllabus_spmgt461_dataanalytics,Syllabus_Spmgt461_DataAnalytics.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Syllabus_Spmgt461_DataAnalytics.txt
teaching_math_in_elementary_school_2_proposed_syllabus,Teaching Math in Elementary School 2 Proposed Syllabus.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\Teaching Math in Elementary School 2 Proposed Syllabus.txt
umass_math3312023,UMASS-Math3312023.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\UMASS-Math3312023.txt
vsyllabus_2022,vsyllabus 2022.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\vsyllabus 2022.txt
web_syllabus_4670,web_syllabus_4670.txt,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\text\web_syllabus_4670.txt
1._syllabus_2023,1. Syllabus 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\1. Syllabus 2023.docx
101_f22_syll,101-f22-syll.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\101-f22-syll.docx
130_syllabus_2_s_2023,130 syllabus_2 S 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\130 syllabus_2 S 2023.docx
151_syllabus_fall_2022_rounds,151 syllabus fall 2022 Rounds.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\151 syllabus fall 2022 Rounds.docx
2023_chem122_syllabus,2023_Chem122_syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\2023_Chem122_syllabus.docx
270_syllabus_fall_2022_(1),270 Syllabus Fall 2022 (1).docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\270 Syllabus Fall 2022 (1).docx
315_lab_syllabus_22_01_11,315 Lab Syllabus 22-01-11.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\315 Lab Syllabus 22-01-11.docx
796_syllabus,796 Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\796 Syllabus.docx
acct_371_syllabus___spring,Acct 371 Syllabus - Spring.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Acct 371 Syllabus - Spring.docx
advanced_system_software_design_redacted,advanced_system_software_design_redacted.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\advanced_system_software_design_redacted.docx
animlsci581_syllabus_v4,Animlsci581 Syllabus-v4.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Animlsci581 Syllabus-v4.docx
bch8016_solid_state_analysis_(syl)_012219___revised,BCH8016 Solid State Analysis (SYL) 012219 - revised.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\BCH8016 Solid State Analysis (SYL) 012219 - revised.docx
bdes_syllabus_2021_v1rsb,BDES-Syllabus-2021-v1rsb.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\BDES-Syllabus-2021-v1rsb.docx
biochem_320_syllabus_sp23_2_feb_2023,BIOCHEM 320 Syllabus SP23 2 Feb 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\BIOCHEM 320 Syllabus SP23 2 Feb 2023.docx
biol582_2022_syllabus,Biol582_2022_Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Biol582_2022_Syllabus.docx
cs_syllabus_for_568,CS Syllabus for 568.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\CS Syllabus for 568.docx
"cs4501_001__privacy_in_the_internet_age,_fall_2021_1","CS4501-001_ Privacy in the Internet Age, Fall 2021_1.docx",course syllabus,,SyllabusQA,,unknown,"copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\CS4501-001_ Privacy in the Internet Age, Fall 2021_1.docx"
cs466_sp21_info_redacted,cs466_sp21_info_redacted.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\cs466_sp21_info_redacted.docx
eme6651_sp2023_syllabus,EME6651-SP2023_Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\EME6651-SP2023_Syllabus.docx
eng_204_syllabus_fa_2021,ENG 204 syllabus_FA 2021.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\ENG 204 syllabus_FA 2021.docx
fin_408_syllabus_updated_v2,FIN 408 Syllabus updated v2.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\FIN 408 Syllabus updated v2.docx
fs542_food_chem2,FS542_food chem2.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\FS542_food chem2.docx
geog468668syllabusgis_2023,GEOG468668syllabusGIS_2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\GEOG468668syllabusGIS_2023.docx
honors_391ah___aa_media_pop_culture___fall_2022_syllabus,Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Honors 391AH - AA Media Pop Culture - Fall 2022 Syllabus.docx
journal_310_(international_journalism)_syllabus___2022_spring,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\JOURNAL 310 (International Journalism) Syllabus - 2022 Spring.docx
l0,L0.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\L0.docx
legal_297bl_syllabus,Legal 297BL Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Legal 297BL Syllabus.docx
mgmnt_462__syllabus___spring_2023,MGMNT 462_ Syllabus - Spring 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\MGMNT 462_ Syllabus - Spring 2023.docx
mie_302_spring_2022_syllabus_v1,MIE 302 Spring 2022 Syllabus-v1.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\MIE 302 Spring 2022 Syllabus-v1.docx
mie_380_syllabus_f22,MIE 380 syllabus F22.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\MIE 380 syllabus F22.docx
mktg_497g_customer_insight_syllabus_s2023,MKTG 497G Customer Insight Syllabus S2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\MKTG 497G Customer Insight Syllabus S2023.docx
most_recent_p132_syllabus___spring_2022,Most Recent P132 Syllabus - Spring 2022.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Most Recent P132 Syllabus - Spring 2022.docx
music_ed_500ku_syllabus_s23,MUSIC-ED 500KU Syllabus S23.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\MUSIC-ED 500KU Syllabus S23.docx
num_analysis_redacted,num_analysis_redacted.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\num_analysis_redacted.docx
nutr_130h_syllabus_2021fall,Nutr_130H_Syllabus_2021Fall.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Nutr_130H_Syllabus_2021Fall.docx
ph224_syllabus_spring23,PH224_Syllabus_Spring23.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\PH224_Syllabus_Spring23.docx
psych_397d_syllabus_spring_2023,PSYCH 397D syllabus Spring 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\PSYCH 397D syllabus Spring 2023.docx
resecon_213_fall_2022,ResEcon-213-Fall-2022.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\ResEcon-213-Fall-2022.docx
sch_mgmt_652_syllabus___fully_online,Sch Mgmt 652 Syllabus - Fully OnLine.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Sch Mgmt 652 Syllabus - Fully OnLine.docx
soc795e,soc795E.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\soc795E.docx
spring_2022_sch_mgmt_697ds_data_science_for_business_syllabus,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus.docx
stat_111_syl_spring_2023,stat-111-syl-spring 2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\stat-111-syl-spring 2023.docx
syllabus_bio_544_lecture_s23,Syllabus Bio 544 lecture S23.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus Bio 544 lecture S23.docx
syllabus_chem111_fa22,Syllabus Chem111-Fa22.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus Chem111-Fa22.docx
syllabus_spp_697_pm_2023_(clean),Syllabus SPP 697 PM 2023 (clean).docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus SPP 697 PM 2023 (clean).docx
syllabus_2,syllabus-2.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\syllabus-2.docx
syllabus_549,Syllabus-549.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus-549.docx
syllabus_resec213_2023spring_yp,syllabus-RESEC213-2023spring-yp.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\syllabus-RESEC213-2023spring-yp.docx
syllabus._multivariable_calculus,Syllabus. Multivariable Calculus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus. Multivariable Calculus.docx
syllabus.astron101.summer2023,Syllabus.Astron101.summer2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus.Astron101.summer2023.docx
syllabus_209h_230301,Syllabus_209H_230301.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_209H_230301.docx
syllabus_606,syllabus_606.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\syllabus_606.docx
syllabus_biology497g_biology697g_fa22,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_BIOLOGY497G_BIOLOGY697G_FA22.docx
syllabus_fall2022_revised2,syllabus_fall2022-revised2.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\syllabus_fall2022-revised2.docx
syllabus_grounding_s_2023,Syllabus_Grounding_S_2023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_Grounding_S_2023.docx
syllabus_introgis_fall2022,Syllabus_IntroGIS_Fall2022.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_IntroGIS_Fall2022.docx
syllabus_ise4100_au22_v3_redacted,Syllabus_ISE4100_Au22_v3_redacted.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_ISE4100_Au22_v3_redacted.docx
syllabus_marine_microbiome_2022_redacted,Syllabus_Marine_Microbiome_2022_redacted.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_Marine_Microbiome_2022_redacted.docx
syllabus_spmgt461_dataanalytics,Syllabus_Spmgt461_DataAnalytics.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Syllabus_Spmgt461_DataAnalytics.docx
teaching_math_in_elementary_school_2_proposed_syllabus,Teaching Math in Elementary School 2 Proposed Syllabus.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\Teaching Math in Elementary School 2 Proposed Syllabus.docx
umass_math3312023,UMASS-Math3312023.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\UMASS-Math3312023.docx
vsyllabus_2022,vsyllabus 2022.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\vsyllabus 2022.docx
web_syllabus_4670,web_syllabus_4670.docx,course syllabus,,SyllabusQA,,unknown,copied from E:\Working\edu_policy_qa\data\external\syllabusqa\syllabi\syllabi_redacted\word\web_syllabus_4670.docx
eecs_201_computer_science_pragmatics_fall_2020,EECS 201_Computer Science Pragmatics_Fall 2020.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 201_Computer Science Pragmatics_Fall 2020.pdf
eecs_281_data_structures_and_algorithms_fall_2020,EECS 281_Data Structures and Algorithms_Fall 2020.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 281_Data Structures and Algorithms_Fall 2020.pdf
eecs_285_practical_programming_in_java_fall_2020,EECS 285_Practical Programming in Java_Fall 2020.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 285_Practical Programming in Java_Fall 2020.pdf
eecs_370_introduction_to_computer_organization_fall_2020,EECS 370_Introduction to Computer Organization_Fall 2020.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 370_Introduction to Computer Organization_Fall 2020.pdf
eecs_376_foundations_of_cs_fall_2020,EECS 376_Foundations of CS_Fall 2020.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 376_Foundations of CS_Fall 2020.pdf
eecs_442_computer_vision_winter_2021,EECS 442_Computer Vision_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 442_Computer Vision_Winter 2021.pdf
eecs_445_introduction_to_ml_winter_2021,EECS 445_Introduction to ML_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 445_Introduction to ML_Winter 2021.pdf
eecs_482_introduction_to_operating_systems_winter_2021,EECS 482_Introduction to Operating Systems_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 482_Introduction to Operating Systems_Winter 2021.pdf
eecs_484_database_management_systems_winter_2021,EECS 484_Database Management Systems_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 484_Database Management Systems_Winter 2021.pdf
eecs_485_web_systems_winter_2021,EECS 485_Web Systems_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 485_Web Systems_Winter 2021.pdf
eecs_486_information_retrieval_and_web_search_winter_2021,EECS 486_Information Retrieval and Web Search_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 486_Information Retrieval and Web Search_Winter 2021.pdf
eecs_492_introduction_to_ai_winter_2021,EECS 492_Introduction to AI_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 492_Introduction to AI_Winter 2021.pdf
eecs_497&engr455_human_centered_software_design_and_development_&_multidisciplinary_software_development_winter_2021,EECS 497&ENGR455_Human-Centered Software Design and Development & Multidisciplinary Software Development_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 497&ENGR455_Human-Centered Software Design and Development & Multidisciplinary Software Development_Winter 2021.pdf
eecs_498_004_introduction_to_nlp_winter_2021,EECS 498-004_Introduction to NLP_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 498-004_Introduction to NLP_Winter 2021.pdf
eecs_598_007_adversarial_and_trustworthy_machine_learning_winter_2021,EECS 598-007_Adversarial and Trustworthy Machine Learning_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 598-007_Adversarial and Trustworthy Machine Learning_Winter 2021.pdf
eecs_598_012_unsupervised_visual_learning_winter_2021,EECS 598-012_Unsupervised Visual Learning_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\EECS 598-012_Unsupervised Visual Learning_Winter 2021.pdf
math561&ioe_510_linear_programming_i_winter_2021,MATH561&IOE 510_Linear Programming I_Winter 2021.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\MATH561&IOE 510_Linear Programming I_Winter 2021.pdf
mdp_(sponsored_project)_2021_cohort_syllabus,MDP (Sponsored Project) 2021 Cohort Syllabus.pdf,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\MDP (Sponsored Project) 2021 Cohort Syllabus.pdf
readme_2,README_2.md,course syllabus,,UMich Syllabus Collection,,unknown,copied from E:\Working\edu_policy_qa\data\external\umich_syllabus_collection\README.md
